user_id,accuracy,total_correct,total_problems,avg_response_time,median_response_time,response_time_variability,avg_attempts,max_attempts,multiple_attempt_rate,avg_hints,total_hints,hint_usage_rate,total_bottom_hints,max_order
14,0.2549019607843137,13,51,26.23005882352941,21.884,21.904924411110635,0.8823529411764706,4,0.0392156862745098,1.2156862745098038,62,0.5098039215686274,26.0,21617962
21825,0.7241379310344828,21,29,50.20055172413793,12.003,78.12816340776507,0.9310344827586207,1,0.0,0.2413793103448276,7,0.06896551724137931,2.0,23944981
51933,0.0,0,1,41.531,41.531,0.0,30.0,30,1.0,0.0,0,0.0,0.0,22075230
51950,0.8333333333333334,5,6,61.342999999999996,25.889499999999998,88.40771810877149,1.8333333333333333,6,0.16666666666666666,0.5,3,0.16666666666666666,1.0,32241238
52613,0.5714285714285714,4,7,14.414285714285715,15.728,6.850719930885262,0.5714285714285714,1,0.0,1.1428571428571428,8,0.2857142857142857,2.0,36259024
53167,0.6914285714285714,242,350,28.468937142857143,17.82,32.456622356325646,1.6085714285714285,16,0.23714285714285716,0.18571428571428572,65,0.09142857142857143,7.0,35755540
54318,0.8333333333333334,20,24,16.517083333333336,9.8675,20.368058396968497,1.1666666666666667,3,0.125,0.0,0,0.0,0.0,28025379
58161,0.4,4,10,205.7011,11.9925,595.5397693197604,1.3,3,0.2,0.9,9,0.4,4.0,34987496
64525,0.83875,671,800,55.3290175,17.583,478.42622455659154,1.1675,7,0.10375,0.06875,55,0.02375,12.0,33273271
64531,1.0,17,17,22.096117647058826,10.454,30.144212713393166,1.0,1,0.0,0.0,0,0.0,0.0,33653854
64532,1.0,18,18,14.060722222222223,7.844,14.792227274546253,1.0,1,0.0,0.0,0,0.0,0.0,34803683
64535,0.8163265306122449,40,49,18.05573469387755,9.953,17.43483783116378,1.0,1,0.0,0.04081632653061224,2,0.02040816326530612,1.0,34800987
64550,1.0,19,19,21.94526315789474,7.36,36.608129717685664,1.0,1,0.0,0.0,0,0.0,0.0,33659360
64634,0.5897435897435898,69,117,48.748982905982906,11.469,82.7421654135743,1.6752136752136753,8,0.3333333333333333,0.29914529914529914,35,0.11965811965811966,7.0,32084706
69931,0.5,1,2,5.974500000000001,5.974500000000001,1.6284669170726185,1.0,1,0.0,0.0,0,0.0,0.0,22369173
70190,0.5454545454545454,12,22,11.338727272727272,7.702,9.797624863695129,1.0909090909090908,2,0.13636363636363635,0.5454545454545454,12,0.22727272727272727,2.0,36393930
70363,0.5423728813559322,224,413,38.297075060532684,25.205,36.28362508886085,1.4043583535108959,45,0.17433414043583534,0.5714285714285714,236,0.1864406779661017,49.0,35688785
70657,0.375,3,8,42.721875,31.624499999999998,26.846428293629675,1.875,8,0.125,0.375,3,0.125,1.0,20430467
70676,0.8867924528301887,47,53,25.49420754716981,17.784,22.213529759999954,1.0943396226415094,3,0.07547169811320754,0.1320754716981132,7,0.03773584905660377,2.0,32972150
